,customerkey,gender,name,city,state_code,state,zip_code,country,continent,birthday,order_number,line_item,order_date,delivery_date,storekey,productkey,quantity,currency_code,date,currency,exchange,product_name,brand,color,unit_cost_usd,unit_price_usd,subcategorykey,subcategory,categorykey,category,square_meters,open_date
871,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,1998006,4,2020-06-20,Not Delivered,31,1681,2,EUR,2020-06-20,EUR,0.8921,MGS Hand Games men M300 Silver,Tailspin Toys,Silver,3.17,6.89,701,Boxed Games,7,Games and Toys,1085.0,2012-01-07
872,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,2154003,1,2020-11-23,Not Delivered,31,360,1,EUR,2020-11-23,EUR,0.8403,Fabrikam Laptop13.3 M3000 Red,Fabrikam,Red,193.74,380.0,301,Laptops,3,Computers,1085.0,2012-01-07
873,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,1998006,3,2020-06-20,Not Delivered,31,450,7,EUR,2020-06-20,EUR,0.8921,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,1085.0,2012-01-07
874,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,1877001,1,2020-02-20,Not Delivered,31,1667,2,EUR,2020-02-20,EUR,0.9268,MGS Hand Games for kids E300 Black,Tailspin Toys,Black,2.8,5.5,701,Boxed Games,7,Games and Toys,1085.0,2012-01-07
875,823143,Male,Brecht Lagerwerf,Roden,DR,Drenthe,9301 RS,Netherlands,Europe,1935-08-05,1446005,4,2018-12-16,Not Delivered,31,1491,2,EUR,2018-12-16,EUR,0.8861,The Phone Company Microsoft Windows Mobile M200 White,The Phone Company,White,105.31,229.0,504,Smart phones & PDAs,5,Cell phones,1085.0,2012-01-07
876,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1780020,4,2019-11-15,Not Delivered,31,1604,7,EUR,2019-11-15,EUR,0.9063,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1085.0,2012-01-07
877,801203,Female,Firdaous Sarikaya,Erica,DR,Drenthe,7887 TB,Netherlands,Europe,1937-07-17,1826046,3,2019-12-31,Not Delivered,31,705,5,EUR,2019-12-31,EUR,0.8902,Proseware Fax Phone E100 White,Proseware,White,44.36,87.0,306,"Printers, Scanners & Fax",3,Computers,1085.0,2012-01-07
878,823143,Male,Brecht Lagerwerf,Roden,DR,Drenthe,9301 RS,Netherlands,Europe,1935-08-05,2021005,2,2020-07-13,Not Delivered,31,2490,3,EUR,2020-07-13,EUR,0.8827,Contoso Rubberized Skin BlackBerry E100 White,Contoso,White,7.64,14.99,505,Cell phones Accessories,5,Cell phones,1085.0,2012-01-07
879,802757,Male,Ferdie Berghorst,Weiteveen,DR,Drenthe,7765 AW,Netherlands,Europe,1981-12-01,1450025,1,2018-12-20,Not Delivered,31,460,1,EUR,2018-12-20,EUR,0.8733,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,1085.0,2012-01-07
880,875555,Male,Radwan van Ewijk,Eelde,DR,Drenthe,9761 LV,Netherlands,Europe,1954-10-17,1429023,1,2018-11-29,Not Delivered,31,1714,2,EUR,2018-11-29,EUR,0.8782,MGS Halo 2 for Windows Vista M220,Tailspin Toys,White,32.25,70.13,702,Download Games,7,Games and Toys,1085.0,2012-01-07
881,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1780020,1,2019-11-15,Not Delivered,31,1653,1,EUR,2019-11-15,EUR,0.9063,Contoso DVD 7-Inch Player Portable E200 Silver,Contoso,Silver,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",1085.0,2012-01-07
882,875798,Male,Bernie Super,Hoogeveen,DR,Drenthe,7907 AR,Netherlands,Europe,1936-11-15,582000,2,2016-08-04,Not Delivered,31,1090,1,EUR,2016-08-04,EUR,0.898,Contoso SLR Camera M144 Silver Grey,Contoso,Silver Grey,152.68,332.0,402,Digital SLR Cameras,4,Cameras and camcorders,1085.0,2012-01-07
883,801203,Female,Firdaous Sarikaya,Erica,DR,Drenthe,7887 TB,Netherlands,Europe,1937-07-17,1826046,4,2019-12-31,Not Delivered,31,10,4,EUR,2019-12-31,EUR,0.8902,Contoso 4G MP3 Player E400 Green,Contoso,Green,30.58,59.99,101,MP4&MP3,1,Audio,1085.0,2012-01-07
884,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1331012,1,2018-08-23,Not Delivered,31,439,1,EUR,2018-08-23,EUR,0.8636,WWI Desktop PC2.30 M2300 Brown,Wide World Importers,Brown,257.06,559.0,303,Desktops,3,Computers,1085.0,2012-01-07
885,851066,Female,Dayenne Hengst,Tweede Exloërmond,DR,Drenthe,9571 BN,Netherlands,Europe,1966-09-10,2239015,5,2021-02-16,Not Delivered,31,2502,4,EUR,2021-02-16,EUR,0.8235,Contoso Touch Stylus Pen E150 Black,Contoso,Black,5.09,9.99,505,Cell phones Accessories,5,Cell phones,1085.0,2012-01-07
886,896276,Female,Ivanka Steenbergen,Emmer-Compascuum,DR,Drenthe,7881 JR,Netherlands,Europe,1954-12-25,1345025,2,2018-09-06,Not Delivered,31,1643,2,EUR,2018-09-06,EUR,0.8595,Contoso DVD External DVD Burner M200 Grey,Contoso,Grey,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",1085.0,2012-01-07
887,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,572001,2,2016-07-25,Not Delivered,31,458,2,EUR,2016-07-25,EUR,0.9106,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,229.9,303,Desktops,3,Computers,1085.0,2012-01-07
888,823143,Male,Brecht Lagerwerf,Roden,DR,Drenthe,9301 RS,Netherlands,Europe,1935-08-05,1446005,3,2018-12-16,Not Delivered,31,50,1,EUR,2018-12-16,EUR,0.8861,WWI 2GB Pulse Smart pen M100 Black,Wide World Importers,Black,91.95,199.95,104,Recording Pen,1,Audio,1085.0,2012-01-07
889,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,572001,1,2016-07-25,Not Delivered,31,174,4,EUR,2016-07-25,EUR,0.9106,SV 22xDVD M600 Black,Southridge Video,Black,43.04,129.9,202,VCD & DVD,2,TV and Video,1085.0,2012-01-07
890,875555,Male,Radwan van Ewijk,Eelde,DR,Drenthe,9761 LV,Netherlands,Europe,1954-10-17,1419010,1,2018-11-19,Not Delivered,31,1848,3,EUR,2018-11-19,EUR,0.8751,NT Washer & Dryer 25.5in M2550 White,Northwind Traders,White,915.08,1989.9,801,Washers & Dryers,8,Home Appliances,1085.0,2012-01-07
891,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,572001,3,2016-07-25,Not Delivered,31,94,3,EUR,2016-07-25,EUR,0.9106,WWI Stereo Bluetooth Headphones E1000 Black,Wide World Importers,Black,34.36,67.4,106,Bluetooth Headphones,1,Audio,1085.0,2012-01-07
892,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1394001,1,2018-10-25,Not Delivered,31,683,6,EUR,2018-10-25,EUR,0.876,Proseware Ink Jet Wireless All-In-One Printer M400 Grey,Proseware,Grey,59.32,129.0,306,"Printers, Scanners & Fax",3,Computers,1085.0,2012-01-07
893,851653,Male,Kerim Hielkema,Meppel,DR,Drenthe,7943 RR,Netherlands,Europe,1955-03-25,1527010,1,2019-03-07,Not Delivered,31,1673,3,EUR,2019-03-07,EUR,0.8872,MGS Hand Games for kids E300 Red,Tailspin Toys,Red,2.8,5.5,701,Boxed Games,7,Games and Toys,1085.0,2012-01-07
894,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1780020,2,2019-11-15,Not Delivered,31,453,2,EUR,2019-11-15,EUR,0.9063,WWI Desktop PC1.80 E1800 Silver,Wide World Importers,Silver,117.21,229.9,303,Desktops,3,Computers,1085.0,2012-01-07
895,897866,Female,Çagla Thiel,Hoogeveen,DR,Drenthe,7909 BL,Netherlands,Europe,1946-02-06,715012,1,2016-12-15,Not Delivered,31,2077,2,EUR,2016-12-15,EUR,0.9598,Contoso Microwave 0.9CuFt E0090 Red,Contoso,Red,50.98,99.99,803,Microwaves,8,Home Appliances,1085.0,2012-01-07
896,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,2154003,2,2020-11-23,Not Delivered,31,1700,7,EUR,2020-11-23,EUR,0.8403,SV Hand Games women M40 Red,Southridge Video,Red,4.08,8.88,701,Boxed Games,7,Games and Toys,1085.0,2012-01-07
897,851066,Female,Dayenne Hengst,Tweede Exloërmond,DR,Drenthe,9571 BN,Netherlands,Europe,1966-09-10,2239015,2,2021-02-16,Not Delivered,31,2066,3,EUR,2021-02-16,EUR,0.8235,Contoso Microwave 0.8CuFt E0080 Silver,Contoso,Silver,48.43,94.99,803,Microwaves,8,Home Appliances,1085.0,2012-01-07
898,802757,Male,Ferdie Berghorst,Weiteveen,DR,Drenthe,7765 AW,Netherlands,Europe,1981-12-01,1462043,2,2019-01-01,Not Delivered,31,1638,1,EUR,2019-01-01,EUR,0.8734,Contoso DVD 58 DVD Storage Binder M55 Red,Contoso,Red,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",1085.0,2012-01-07
899,888433,Female,Lammechien Cardinaal,Erm,DR,Drenthe,7843 TA,Netherlands,Europe,1949-11-06,1998006,2,2020-06-20,Not Delivered,31,1118,7,EUR,2020-06-20,EUR,0.8921,Fabrikam SLR Camera M147 Grey,Fabrikam,Grey,153.59,334.0,402,Digital SLR Cameras,4,Cameras and camcorders,1085.0,2012-01-07
900,823143,Male,Brecht Lagerwerf,Roden,DR,Drenthe,9301 RS,Netherlands,Europe,1935-08-05,2021005,3,2020-07-13,Not Delivered,31,1266,2,EUR,2020-07-13,EUR,0.8827,Contoso Carrying Case E312 Silver,Contoso,Silver,25.47,49.96,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1085.0,2012-01-07
901,851066,Female,Dayenne Hengst,Tweede Exloërmond,DR,Drenthe,9571 BN,Netherlands,Europe,1966-09-10,2239015,6,2021-02-16,Not Delivered,31,728,2,EUR,2021-02-16,EUR,0.8235,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 White,Proseware,White,90.13,196.0,306,"Printers, Scanners & Fax",3,Computers,1085.0,2012-01-07
902,802757,Male,Ferdie Berghorst,Weiteveen,DR,Drenthe,7765 AW,Netherlands,Europe,1981-12-01,1462043,4,2019-01-01,Not Delivered,31,1448,7,EUR,2019-01-01,EUR,0.8734,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Gold,117.73,256.0,503,Touch Screen Phones,5,Cell phones,1085.0,2012-01-07
903,802757,Male,Ferdie Berghorst,Weiteveen,DR,Drenthe,7765 AW,Netherlands,Europe,1981-12-01,1462043,1,2019-01-01,Not Delivered,31,177,2,EUR,2019-01-01,EUR,0.8734,SV 8xDVD E130 Black,Southridge Video,Black,29.01,56.9,202,VCD & DVD,2,TV and Video,1085.0,2012-01-07
904,851066,Female,Dayenne Hengst,Tweede Exloërmond,DR,Drenthe,9571 BN,Netherlands,Europe,1966-09-10,2239015,4,2021-02-16,Not Delivered,31,177,8,EUR,2021-02-16,EUR,0.8235,SV 8xDVD E130 Black,Southridge Video,Black,29.01,56.9,202,VCD & DVD,2,TV and Video,1085.0,2012-01-07
905,869200,Male,Hai van Luijk,Coevorden,DR,Drenthe,7741 JW,Netherlands,Europe,1943-10-27,1821024,1,2019-12-26,Not Delivered,31,1053,1,EUR,2019-12-26,EUR,0.9025,"A. Datum SLR Camera 35"" X358 Grey",A. Datum,Grey,194.82,588.0,402,Digital SLR Cameras,4,Cameras and camcorders,1085.0,2012-01-07
906,851066,Female,Dayenne Hengst,Tweede Exloërmond,DR,Drenthe,9571 BN,Netherlands,Europe,1966-09-10,2239015,3,2021-02-16,Not Delivered,31,1810,3,EUR,2021-02-16,EUR,0.8235,MGS Bicycle Card Games2009 E166,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,1085.0,2012-01-07
907,897866,Female,Çagla Thiel,Hoogeveen,DR,Drenthe,7909 BL,Netherlands,Europe,1946-02-06,558006,1,2016-07-11,Not Delivered,31,1290,7,EUR,2016-07-11,EUR,0.9051,Contoso Macro Zoom Lens X300 Silver,Contoso,Silver,121.45,366.55,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,1085.0,2012-01-07
908,875798,Male,Bernie Super,Hoogeveen,DR,Drenthe,7907 AR,Netherlands,Europe,1936-11-15,582000,1,2016-08-04,Not Delivered,31,153,1,EUR,2016-08-04,EUR,0.898,"Adventure Works 26"" 720p LCD HDTV M140 Silver",Adventure Works,Silver,216.12,469.97,201,Televisions,2,TV and Video,1085.0,2012-01-07
909,823143,Male,Brecht Lagerwerf,Roden,DR,Drenthe,9301 RS,Netherlands,Europe,1935-08-05,2021005,1,2020-07-13,Not Delivered,31,1213,7,EUR,2020-07-13,EUR,0.8827,Fabrikam Social Videographer 1/2'' 3mm E300 Grey,Fabrikam,Grey,86.67,170.0,405,Camcorders,4,Cameras and camcorders,1085.0,2012-01-07
910,1590257,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,1718042,2,2019-09-14,Not Delivered,57,53,1,USD,2019-09-14,USD,1.0,WWI 4GB Video Recording Pen X200 Black,Wide World Importers,Black,98.07,296.0,104,Recording Pen,1,Audio,1645.0,2010-06-03
911,2045928,Female,Blanka Brunclíková,Albuquerque,NM,New Mexico,87106,United States,North America,1988-01-31,1085014,1,2017-12-20,Not Delivered,57,443,2,USD,2017-12-20,USD,1.0,WWI Desktop PC3.0 M0300 Silver,Wide World Importers,Silver,160.49,349.0,303,Desktops,3,Computers,1645.0,2010-06-03
912,2057184,Male,James Marsh,Albuquerque,NM,New Mexico,87107,United States,North America,1959-12-19,1991015,1,2020-06-13,Not Delivered,57,418,2,USD,2020-06-13,USD,1.0,Adventure Works Desktop PC1.60 ED160 Silver,Adventure Works,Silver,137.63,269.95,303,Desktops,3,Computers,1645.0,2010-06-03
913,1368372,Male,Kenneth Hawkins,Clovis,NM,New Mexico,88101,United States,North America,1964-09-02,1761003,3,2019-10-27,Not Delivered,57,1648,3,USD,2019-10-27,USD,1.0,Contoso DVD 7-Inch Player Portable E200 Black,Contoso,Black,56.08,109.99,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
914,1651423,Female,Nellie Harding,Alamogordo,NM,New Mexico,88310,United States,North America,1972-01-22,934000,4,2017-07-22,Not Delivered,57,1226,1,USD,2017-07-22,USD,1.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,Fabrikam,Black,330.99,999.0,405,Camcorders,4,Cameras and camcorders,1645.0,2010-06-03
915,2057184,Male,James Marsh,Albuquerque,NM,New Mexico,87107,United States,North America,1959-12-19,2023007,2,2020-07-15,Not Delivered,57,1706,2,USD,2020-07-15,USD,1.0,SV Hand Games women M40 Silver,Southridge Video,Silver,4.08,8.88,701,Boxed Games,7,Games and Toys,1645.0,2010-06-03
916,1807158,Female,Corina Cody,Albuquerque,NM,New Mexico,87114,United States,North America,1939-11-26,1781021,1,2019-11-16,Not Delivered,57,1392,3,USD,2019-11-16,USD,1.0,Contoso Centrex Phone System L10 Grey,Contoso,Grey,14.24,42.99,501,Home & Office Phones,5,Cell phones,1645.0,2010-06-03
917,1807158,Female,Corina Cody,Albuquerque,NM,New Mexico,87114,United States,North America,1939-11-26,1732018,1,2019-09-28,Not Delivered,57,1571,6,USD,2019-09-28,USD,1.0,SV DVD Player M100 Black,Southridge Video,Black,26.21,56.99,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
918,1543325,Female,Marlene Merritt,Albuquerque,NM,New Mexico,87102,United States,North America,2000-07-16,1406007,3,2018-11-06,Not Delivered,57,2498,1,USD,2018-11-06,USD,1.0,Contoso Phone Tough Skin Case E140 Black,Contoso,Black,12.09,23.72,505,Cell phones Accessories,5,Cell phones,1645.0,2010-06-03
919,1951766,Female,Roxanne Robitaille,Albuquerque,NM,New Mexico,87102,United States,North America,1950-10-18,1455027,4,2018-12-25,Not Delivered,57,1412,2,USD,2018-12-25,USD,1.0,The Phone Company Touch Screen Phones 4-Wire/On-wall M302 Black,The Phone Company,Black,132.9,289.0,503,Touch Screen Phones,5,Cell phones,1645.0,2010-06-03
920,2057184,Male,James Marsh,Albuquerque,NM,New Mexico,87107,United States,North America,1959-12-19,2023007,1,2020-07-15,Not Delivered,57,1449,2,USD,2020-07-15,USD,1.0,The Phone Company Touch Screen Phones Infrared M901 Gold,The Phone Company,Gold,137.96,300.0,503,Touch Screen Phones,5,Cell phones,1645.0,2010-06-03
921,1543325,Female,Marlene Merritt,Albuquerque,NM,New Mexico,87102,United States,North America,2000-07-16,1466027,1,2019-01-05,Not Delivered,57,70,6,USD,2019-01-05,USD,1.0,NT Wireless Bluetooth Stereo Headphones E102 Silver,Northwind Traders,Silver,22.05,47.95,106,Bluetooth Headphones,1,Audio,1645.0,2010-06-03
922,1951766,Female,Roxanne Robitaille,Albuquerque,NM,New Mexico,87102,United States,North America,1950-10-18,1455027,3,2018-12-25,Not Delivered,57,1628,1,USD,2018-12-25,USD,1.0,Contoso DVD 58 DVD Storage Binder M55 Black,Contoso,Black,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
923,1514787,Male,Andrew Wilson,Farmington,NM,New Mexico,87401,United States,North America,1996-09-24,1505026,1,2019-02-13,Not Delivered,57,1683,3,USD,2019-02-13,USD,1.0,MGS Hand Games for 12-16 boys E600 Silver,Tailspin Toys,Silver,2.54,4.99,701,Boxed Games,7,Games and Toys,1645.0,2010-06-03
924,1543325,Female,Marlene Merritt,Albuquerque,NM,New Mexico,87102,United States,North America,2000-07-16,1151004,1,2018-02-24,Not Delivered,57,1690,1,USD,2018-02-24,USD,1.0,SV Hand Games for Office worker L28 Yellow,Southridge Video,Yellow,5.63,16.99,701,Boxed Games,7,Games and Toys,1645.0,2010-06-03
925,1543325,Female,Marlene Merritt,Albuquerque,NM,New Mexico,87102,United States,North America,2000-07-16,1822058,1,2019-12-27,Not Delivered,57,90,5,USD,2019-12-27,USD,1.0,NT Wireless Transmitter and Bluetooth Headphones M150 Silver,Northwind Traders,Silver,49.69,149.99,106,Bluetooth Headphones,1,Audio,1645.0,2010-06-03
926,1590257,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,735020,1,2017-01-04,Not Delivered,57,434,2,USD,2017-01-04,USD,1.0,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,1645.0,2010-06-03
927,1246530,Male,Tony Dee,Duncan,NM,New Mexico,85534,United States,North America,1989-03-12,1824010,1,2019-12-29,Not Delivered,57,434,4,USD,2019-12-29,USD,1.0,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,1645.0,2010-06-03
928,1813538,Male,George Collier,Albuquerque,NM,New Mexico,87109,United States,North America,2001-04-15,1658026,2,2019-07-16,Not Delivered,57,59,1,USD,2019-07-16,USD,1.0,WWI 1GB Digital Voice Recorder Pen E100 Pink,Wide World Importers,Pink,79.53,156.0,104,Recording Pen,1,Audio,1645.0,2010-06-03
929,1907935,Female,Laura Cumming,Los Alamos,NM,New Mexico,87544,United States,North America,1946-11-14,1620026,1,2019-06-08,Not Delivered,57,740,2,USD,2019-06-08,USD,1.0,Proseware High-Performance Business-Class Laser Fax X200 Green,Proseware,Green,82.17,248.0,306,"Printers, Scanners & Fax",3,Computers,1645.0,2010-06-03
930,1813538,Male,George Collier,Albuquerque,NM,New Mexico,87109,United States,North America,2001-04-15,1814041,2,2019-12-19,Not Delivered,57,1518,7,USD,2019-12-19,USD,1.0,The Phone Company Smart phones Expert M400 Gold,The Phone Company,Gold,137.96,300.0,504,Smart phones & PDAs,5,Cell phones,1645.0,2010-06-03
931,1651423,Female,Nellie Harding,Alamogordo,NM,New Mexico,88310,United States,North America,1972-01-22,934000,1,2017-07-22,Not Delivered,57,57,2,USD,2017-07-22,USD,1.0,WWI 1GB Digital Voice Recorder Pen E100 Black,Wide World Importers,Black,79.53,156.0,104,Recording Pen,1,Audio,1645.0,2010-06-03
932,1621372,Female,Stephanie Wood,Conchas Dam,NM,New Mexico,88416,United States,North America,1961-06-25,1147001,3,2018-02-20,Not Delivered,57,459,2,USD,2018-02-20,USD,1.0,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,1645.0,2010-06-03
933,1299855,Male,Shaun Allender,Santa Fe,NM,New Mexico,87501,United States,North America,1939-02-11,1830083,1,2020-01-04,Not Delivered,57,1806,3,USD,2020-01-04,USD,1.0,MGS Zoo Tycoon Dinosaur Digs2009 E162,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,1645.0,2010-06-03
934,1253996,Female,Sherry Merritt,Pena Blanca,NM,New Mexico,87041,United States,North America,1970-12-11,587000,1,2016-08-09,Not Delivered,57,2105,2,USD,2016-08-09,USD,1.0,Contoso Water Heater 7.2GPM X1800 Grey,Contoso,Grey,488.7,1475.0,804,Water Heaters,8,Home Appliances,1645.0,2010-06-03
935,2057184,Male,James Marsh,Albuquerque,NM,New Mexico,87107,United States,North America,1959-12-19,1991015,2,2020-06-13,Not Delivered,57,1408,3,USD,2020-06-13,USD,1.0,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Black",The Phone Company,Black,175.27,529.0,503,Touch Screen Phones,5,Cell phones,1645.0,2010-06-03
936,1590257,Male,Thomas Lucas,Albuquerque,NM,New Mexico,87102,United States,North America,1974-11-22,1718042,1,2019-09-14,Not Delivered,57,1649,1,USD,2019-09-14,USD,1.0,Contoso DVD 14-Inch Player Portable L100 Black,Contoso,Black,86.14,259.99,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
937,1899495,Male,John Sherrer,Las Cruces,NM,New Mexico,88005,United States,North America,1940-10-31,498009,2,2016-05-12,Not Delivered,57,1552,3,USD,2016-05-12,USD,1.0,The Phone Company PDA Palm 4.7 inch L850 Silver,The Phone Company,Silver,131.87,398.0,504,Smart phones & PDAs,5,Cell phones,1645.0,2010-06-03
938,1445497,Male,William Poor,Roswell,NM,New Mexico,88201,United States,North America,1973-07-17,980002,1,2017-09-06,Not Delivered,57,2095,1,USD,2017-09-06,USD,1.0,Contoso Water Heater 7.2GPM X1800 Green,Contoso,Green,488.7,1475.0,804,Water Heaters,8,Home Appliances,1645.0,2010-06-03
939,1299855,Male,Shaun Allender,Santa Fe,NM,New Mexico,87501,United States,North America,1939-02-11,1830083,3,2020-01-04,Not Delivered,57,103,4,USD,2020-01-04,USD,1.0,WWI Wireless Bluetooth Stereo Headphones M270 Black,Wide World Importers,Black,52.88,115.0,106,Bluetooth Headphones,1,Audio,1645.0,2010-06-03
940,1501746,Female,Mary Burgess,Belen,NM,New Mexico,87002,United States,North America,1936-02-03,1448008,3,2018-12-18,Not Delivered,57,66,4,USD,2018-12-18,USD,1.0,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,13.1,25.69,106,Bluetooth Headphones,1,Audio,1645.0,2010-06-03
941,2043619,Female,Ashleigh Putnam,Albuquerque,NM,New Mexico,87112,United States,North America,1996-08-24,1480037,1,2019-01-19,Not Delivered,57,66,1,USD,2019-01-19,USD,1.0,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Blue,13.1,25.69,106,Bluetooth Headphones,1,Audio,1645.0,2010-06-03
942,1899495,Male,John Sherrer,Las Cruces,NM,New Mexico,88005,United States,North America,1940-10-31,1821061,1,2019-12-26,Not Delivered,57,436,4,USD,2019-12-26,USD,1.0,Adventure Works Desktop PC1.80 ED180 White,Adventure Works,White,188.13,369.0,303,Desktops,3,Computers,1645.0,2010-06-03
943,2043619,Female,Ashleigh Putnam,Albuquerque,NM,New Mexico,87112,United States,North America,1996-08-24,1679007,4,2019-08-06,Not Delivered,57,1663,1,USD,2019-08-06,USD,1.0,MGS Hand Games men M300 Yellow,Tailspin Toys,Yellow,3.17,6.89,701,Boxed Games,7,Games and Toys,1645.0,2010-06-03
944,1813538,Male,George Collier,Albuquerque,NM,New Mexico,87109,United States,North America,2001-04-15,412012,3,2016-02-16,Not Delivered,57,1590,2,USD,2016-02-16,USD,1.0,SV DVD 60 DVD Storage Binder L20 Silver,Southridge Video,Silver,7.58,22.89,602,Movie DVD,6,"Music, Movies and Audio Books",1645.0,2010-06-03
